size,runtime,iters,time variance,iters variance,num timeouts,semantics,start weights,strategy,graph,iterations per argument
120,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,erdos0.5,10
130,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,erdos0.5,10
140,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,erdos0.5,10
150,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,erdos0.5,10
10,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,erdos0.5,10
20,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,erdos0.5,10
30,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,erdos0.5,10
40,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,erdos0.5,10
50,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,erdos0.5,10
60,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,erdos0.5,10
70,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,erdos0.5,10
80,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,erdos0.5,10
90,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,erdos0.5,10
100,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,erdos0.5,10
110,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,erdos0.5,10
120,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,erdos0.5,10
130,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,erdos0.5,10
140,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,erdos0.5,10
150,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,erdos0.5,10
10,0.0489431303333333,16.133333333333333,0.0049740766668718,1.407463101097988,0,card,card,pick_arg_largest_to_smallest_error,erdos0.5,100
20,0.1874372768,35.86666666666667,0.0201455787902223,1.8464895909600536,0,card,card,pick_arg_largest_to_smallest_error,erdos0.5,100
30,0.5174256237333332,55.86666666666667,0.0522470704966663,2.263583337058585,0,card,card,pick_arg_largest_to_smallest_error,erdos0.5,100
40,1.1890170040666663,76.33333333333333,0.1096045728777164,1.447493728911372,0,card,card,pick_arg_largest_to_smallest_error,erdos0.5,100
50,2.575671651071429,96.64285714285714,0.1642032698921265,1.780541959721812,1,card,card,pick_arg_largest_to_smallest_error,erdos0.5,100
60,4.143124936000049,115.0,0.0,0.0,14,card,card,pick_arg_largest_to_smallest_error,erdos0.5,100
70,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,erdos0.5,100
80,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,erdos0.5,100
90,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,erdos0.5,100
100,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,erdos0.5,100
110,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,erdos0.5,100
120,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,erdos0.5,100
130,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,erdos0.5,100
140,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,erdos0.5,100
150,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,erdos0.5,100
10,0.0487875710666666,16.133333333333333,0.0050754181184215,1.407463101097988,0,card,default,pick_arg_largest_to_smallest_error,erdos0.5,100
20,0.1880625214666667,35.86666666666667,0.0204965235893416,1.8464895909600536,0,card,default,pick_arg_largest_to_smallest_error,erdos0.5,100
30,0.5185793618666669,55.86666666666667,0.0514895738520591,2.263583337058585,0,card,default,pick_arg_largest_to_smallest_error,erdos0.5,100
40,1.2045952986666666,76.33333333333333,0.1169782728559306,1.447493728911372,0,card,default,pick_arg_largest_to_smallest_error,erdos0.5,100
50,2.574727704285713,96.64285714285714,0.1627434436886739,1.780541959721812,1,card,default,pick_arg_largest_to_smallest_error,erdos0.5,100
60,4.054480245000036,115.0,0.0,0.0,14,card,default,pick_arg_largest_to_smallest_error,erdos0.5,100
70,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,erdos0.5,100
80,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,erdos0.5,100
90,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,erdos0.5,100
100,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,erdos0.5,100
110,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,erdos0.5,100
120,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,erdos0.5,100
130,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,erdos0.5,100
140,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,erdos0.5,100
150,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,erdos0.5,100
10,0.0490366838666666,16.133333333333333,0.0050049067204738,1.407463101097988,0,card,card,pick_arg_largest_to_smallest_error,erdos0.5,2000
20,0.1864606116666667,35.86666666666667,0.0187441339862551,1.8464895909600536,0,card,card,pick_arg_largest_to_smallest_error,erdos0.5,2000
30,0.5230836398666666,55.86666666666667,0.0478665231812403,2.263583337058585,0,card,card,pick_arg_largest_to_smallest_error,erdos0.5,2000
40,1.1952724896666669,76.33333333333333,0.1137002379283304,1.447493728911372,0,card,card,pick_arg_largest_to_smallest_error,erdos0.5,2000
50,2.608468634133333,96.66666666666669,0.1926101953194728,1.7182493859686507,0,card,card,pick_arg_largest_to_smallest_error,erdos0.5,2000
60,4.726405703666667,117.0,0.406015414086863,1.4638501094227998,0,card,card,pick_arg_largest_to_smallest_error,erdos0.5,2000
70,8.0876917154,136.86666666666667,0.6042561554932487,1.407463101098092,0,card,card,pick_arg_largest_to_smallest_error,erdos0.5,2000
80,12.931464987,156.73333333333332,0.8975983219040211,1.6676187756659162,0,card,card,pick_arg_largest_to_smallest_error,erdos0.5,2000
90,20.34418813586665,177.0,1.338963280858517,1.4638501094227998,0,card,card,pick_arg_largest_to_smallest_error,erdos0.5,2000
100,30.101478304199997,196.9333333333333,1.910043954598256,1.486446705914786,0,card,card,pick_arg_largest_to_smallest_error,erdos0.5,2000
110,43.28178990866668,216.86666666666667,2.771730752235685,1.407463101096615,0,card,card,pick_arg_largest_to_smallest_error,erdos0.5,2000
120,60.80625946479995,236.86666666666667,3.75134695680624,1.407463101096615,0,card,card,pick_arg_largest_to_smallest_error,erdos0.5,2000
130,83.67017849293322,256.93333333333334,4.819300587212254,1.486446705914786,0,card,card,pick_arg_largest_to_smallest_error,erdos0.5,2000
140,111.1849463244,276.8666666666667,6.150349233498216,1.407463101099569,0,card,card,pick_arg_largest_to_smallest_error,erdos0.5,2000
150,146.1721231570667,296.8666666666667,8.216267929535864,1.407463101099569,0,card,card,pick_arg_largest_to_smallest_error,erdos0.5,2000
10,0.0493968973999999,16.133333333333333,0.0052543585074126,1.407463101097988,0,card,default,pick_arg_largest_to_smallest_error,erdos0.5,2000
20,0.1918984774,35.86666666666667,0.0204998541377933,1.8464895909600536,0,card,default,pick_arg_largest_to_smallest_error,erdos0.5,2000
30,0.5341679755333334,55.86666666666667,0.0545277084771213,2.263583337058585,0,card,default,pick_arg_largest_to_smallest_error,erdos0.5,2000
40,1.1987986609333334,76.33333333333333,0.1119136899756578,1.447493728911372,0,card,default,pick_arg_largest_to_smallest_error,erdos0.5,2000
50,2.5773053880000005,96.66666666666669,0.1915751089645981,1.7182493859686507,0,card,default,pick_arg_largest_to_smallest_error,erdos0.5,2000
60,4.635727527400002,117.0,0.4108581294669849,1.4638501094227998,0,card,default,pick_arg_largest_to_smallest_error,erdos0.5,2000
70,8.036910104400002,136.86666666666667,0.5997200736298584,1.407463101098092,0,card,default,pick_arg_largest_to_smallest_error,erdos0.5,2000
80,12.804228657666664,156.73333333333332,0.888698805499042,1.6676187756659162,0,card,default,pick_arg_largest_to_smallest_error,erdos0.5,2000
90,20.296513880666662,177.0,1.3349908149132788,1.4638501094227998,0,card,default,pick_arg_largest_to_smallest_error,erdos0.5,2000
100,30.016599452666664,196.9333333333333,1.8893084475192208,1.486446705914786,0,card,default,pick_arg_largest_to_smallest_error,erdos0.5,2000
110,43.210336679599976,216.86666666666667,2.7625248649030643,1.407463101096615,0,card,default,pick_arg_largest_to_smallest_error,erdos0.5,2000
120,60.74683029486663,236.86666666666667,3.742764462351404,1.407463101096615,0,card,default,pick_arg_largest_to_smallest_error,erdos0.5,2000
130,83.5481912356,256.93333333333334,4.857157314858576,1.486446705914786,0,card,default,pick_arg_largest_to_smallest_error,erdos0.5,2000
140,111.16879020173336,276.8666666666667,6.076880076901623,1.407463101099569,0,card,default,pick_arg_largest_to_smallest_error,erdos0.5,2000
150,146.06783451113333,296.8666666666667,8.247498202812553,1.407463101099569,0,card,default,pick_arg_largest_to_smallest_error,erdos0.5,2000
10,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,erdos0.7,10
20,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,erdos0.7,10
30,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,erdos0.7,10
40,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,erdos0.7,10
50,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,erdos0.7,10
60,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,erdos0.7,10
70,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,erdos0.7,10
80,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,erdos0.7,10
90,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,erdos0.7,10
100,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,erdos0.7,10
110,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,erdos0.7,10
120,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,erdos0.7,10
130,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,erdos0.7,10
140,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,erdos0.7,10
150,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,erdos0.7,10
10,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,erdos0.7,10
20,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,erdos0.7,10
30,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,erdos0.7,10
40,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,erdos0.7,10
50,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,erdos0.7,10
60,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,erdos0.7,10
70,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,erdos0.7,10
80,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,erdos0.7,10
90,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,erdos0.7,10
100,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,erdos0.7,10
110,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,erdos0.7,10
120,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,erdos0.7,10
130,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,erdos0.7,10
140,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,erdos0.7,10
150,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,erdos0.7,10
10,0.0533814696666666,17.533333333333335,0.0052679873918486,0.9904304018720336,0,card,card,pick_arg_largest_to_smallest_error,erdos0.7,100
20,0.2297933049333334,37.06666666666667,0.0215611811969471,1.1629191512659087,0,card,card,pick_arg_largest_to_smallest_error,erdos0.7,100
30,0.6680849838666667,57.0,0.0645377277384367,1.3627702877384935,0,card,card,pick_arg_largest_to_smallest_error,erdos0.7,100
40,1.5539846267999995,77.0,0.1570963234459217,1.3093073414159542,0,card,card,pick_arg_largest_to_smallest_error,erdos0.7,100
50,3.316113877181816,97.0909090909091,0.2030846084860547,1.375103301904561,4,card,card,pick_arg_largest_to_smallest_error,erdos0.7,100
60,5.542721664000055,115.0,0.0,0.0,14,card,card,pick_arg_largest_to_smallest_error,erdos0.7,100
70,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,erdos0.7,100
80,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,erdos0.7,100
90,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,erdos0.7,100
100,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,erdos0.7,100
110,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,erdos0.7,100
120,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,erdos0.7,100
130,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,erdos0.7,100
140,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,erdos0.7,100
150,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,erdos0.7,100
10,0.0537680782666667,17.533333333333335,0.0043041837254424,0.9904304018720336,0,card,default,pick_arg_largest_to_smallest_error,erdos0.7,100
20,0.2168490694666666,37.06666666666667,0.0197413592006767,1.1629191512659087,0,card,default,pick_arg_largest_to_smallest_error,erdos0.7,100
30,0.6380845873333331,57.0,0.0603377021510454,1.3627702877384935,0,card,default,pick_arg_largest_to_smallest_error,erdos0.7,100
40,1.537106780200001,77.0,0.135704454648685,1.3093073414159542,0,card,default,pick_arg_largest_to_smallest_error,erdos0.7,100
50,3.315617324545457,97.0909090909091,0.2045176962261736,1.375103301904561,4,card,default,pick_arg_largest_to_smallest_error,erdos0.7,100
60,5.53868931199986,115.0,0.0,0.0,14,card,default,pick_arg_largest_to_smallest_error,erdos0.7,100
70,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,erdos0.7,100
80,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,erdos0.7,100
90,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,erdos0.7,100
100,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,erdos0.7,100
110,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,erdos0.7,100
120,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,erdos0.7,100
130,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,erdos0.7,100
140,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,erdos0.7,100
150,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,erdos0.7,100
10,0.0528345346,17.533333333333335,0.0043824403154786,0.9904304018720336,0,card,card,pick_arg_largest_to_smallest_error,erdos0.7,2000
20,0.2200597572666666,37.06666666666667,0.0200309705042031,1.1629191512659087,0,card,card,pick_arg_largest_to_smallest_error,erdos0.7,2000
30,0.6469313393333334,57.0,0.0617779161398477,1.3627702877384935,0,card,card,pick_arg_largest_to_smallest_error,erdos0.7,2000
40,1.5876049218666668,77.0,0.1515136825016941,1.3093073414159542,0,card,card,pick_arg_largest_to_smallest_error,erdos0.7,2000
50,3.461885956800001,97.0,0.2570489646763429,1.4142135623730951,0,card,card,pick_arg_largest_to_smallest_error,erdos0.7,2000
60,6.400414893066666,117.0,0.5439774872653771,1.4638501094227998,0,card,card,pick_arg_largest_to_smallest_error,erdos0.7,2000
70,11.148276370533324,136.86666666666667,0.8362233579057704,1.407463101098092,0,card,card,pick_arg_largest_to_smallest_error,erdos0.7,2000
80,18.049370564866663,156.86666666666667,1.3429478366772132,1.407463101098092,0,card,card,pick_arg_largest_to_smallest_error,erdos0.7,2000
90,28.66735163746668,177.0,1.9981579312350797,1.4638501094227998,0,card,card,pick_arg_largest_to_smallest_error,erdos0.7,2000
100,42.86572814146668,196.9333333333333,2.786107926691728,1.486446705914786,0,card,card,pick_arg_largest_to_smallest_error,erdos0.7,2000
110,62.42731679960002,216.86666666666667,4.205224726340672,1.407463101096615,0,card,card,pick_arg_largest_to_smallest_error,erdos0.7,2000
120,88.47715166300001,236.86666666666667,5.6103227521206085,1.407463101096615,0,card,card,pick_arg_largest_to_smallest_error,erdos0.7,2000
130,121.46119242126665,256.93333333333334,7.144988776667171,1.486446705914786,0,card,card,pick_arg_largest_to_smallest_error,erdos0.7,2000
140,161.86956635906668,276.8666666666667,8.935340062788537,1.407463101099569,0,card,card,pick_arg_largest_to_smallest_error,erdos0.7,2000
150,213.6182605487332,296.8666666666667,11.897114496280407,1.407463101099569,0,card,card,pick_arg_largest_to_smallest_error,erdos0.7,2000
10,0.0546036882,17.533333333333335,0.0044860635710866,0.9904304018720336,0,card,default,pick_arg_largest_to_smallest_error,erdos0.7,2000
20,0.2156878455333333,37.06666666666667,0.018813693871709,1.1629191512659087,0,card,default,pick_arg_largest_to_smallest_error,erdos0.7,2000
30,0.6435333048000001,57.0,0.0599947960026577,1.3627702877384935,0,card,default,pick_arg_largest_to_smallest_error,erdos0.7,2000
40,1.5569576922,77.0,0.1536645043027991,1.3093073414159542,0,card,default,pick_arg_largest_to_smallest_error,erdos0.7,2000
50,3.4033719652666656,97.0,0.2496430930601179,1.4142135623730951,0,card,default,pick_arg_largest_to_smallest_error,erdos0.7,2000
60,6.276392508866665,117.0,0.5163265211821214,1.4638501094227998,0,card,default,pick_arg_largest_to_smallest_error,erdos0.7,2000
70,10.913186723799994,136.86666666666667,0.8217626972858016,1.407463101098092,0,card,default,pick_arg_largest_to_smallest_error,erdos0.7,2000
80,17.715121423999992,156.86666666666667,1.3206559808318603,1.407463101098092,0,card,default,pick_arg_largest_to_smallest_error,erdos0.7,2000
90,27.880265160466667,177.0,1.9338133324810869,1.4638501094227998,0,card,default,pick_arg_largest_to_smallest_error,erdos0.7,2000
100,41.71256259593336,196.9333333333333,2.76079956326426,1.486446705914786,0,card,default,pick_arg_largest_to_smallest_error,erdos0.7,2000
110,60.70669054753338,216.86666666666667,4.071640403115365,1.407463101096615,0,card,default,pick_arg_largest_to_smallest_error,erdos0.7,2000
120,86.12606436286669,236.86666666666667,5.472608885445651,1.407463101096615,0,card,default,pick_arg_largest_to_smallest_error,erdos0.7,2000
130,118.38729659926672,256.93333333333334,6.956288658459028,1.486446705914786,0,card,default,pick_arg_largest_to_smallest_error,erdos0.7,2000
140,157.7733401814666,276.8666666666667,8.884393243187096,1.407463101099569,0,card,default,pick_arg_largest_to_smallest_error,erdos0.7,2000
150,208.3133815406667,296.8666666666667,11.696646378217942,1.407463101099569,0,card,default,pick_arg_largest_to_smallest_error,erdos0.7,2000
10,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,scale_free,10
20,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,scale_free,10
30,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,scale_free,10
40,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,scale_free,10
50,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,scale_free,10
60,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,scale_free,10
70,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,scale_free,10
80,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,scale_free,10
90,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,scale_free,10
100,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,scale_free,10
110,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,scale_free,10
120,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,scale_free,10
130,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,scale_free,10
140,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,scale_free,10
150,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,scale_free,10
10,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,scale_free,10
20,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,scale_free,10
30,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,scale_free,10
40,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,scale_free,10
50,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,scale_free,10
60,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,scale_free,10
70,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,scale_free,10
80,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,scale_free,10
90,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,scale_free,10
100,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,scale_free,10
110,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,scale_free,10
120,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,scale_free,10
130,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,scale_free,10
140,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,scale_free,10
150,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,scale_free,10
10,0.0357285496666666,12.066666666666666,0.0035688866215322,1.3870146083619768,0,card,card,pick_arg_largest_to_smallest_error,scale_free,100
20,0.0912584491333333,22.666666666666668,0.0144607421790733,3.1320159337914912,0,card,card,pick_arg_largest_to_smallest_error,scale_free,100
30,0.1758509474,33.6,0.0171186497655086,1.352246807565588,0,card,card,pick_arg_largest_to_smallest_error,scale_free,100
40,0.2832402994666667,44.53333333333333,0.027854937757588,2.9244454093692656,0,card,card,pick_arg_largest_to_smallest_error,scale_free,100
50,0.4393365919999998,55.06666666666667,0.0538306392695634,2.737743248596947,0,card,card,pick_arg_largest_to_smallest_error,scale_free,100
60,0.6620622293333336,65.46666666666667,0.0659552932912393,4.068461742769705,0,card,card,pick_arg_largest_to_smallest_error,scale_free,100
70,0.8876984721333336,75.93333333333334,0.095098713931855,2.520393015460292,0,card,card,pick_arg_largest_to_smallest_error,scale_free,100
80,1.2038782145333324,85.93333333333334,0.1319864183472039,2.5485756993344664,0,card,card,pick_arg_largest_to_smallest_error,scale_free,100
90,1.5673469121333363,96.93333333333334,0.1218420073685355,3.4114652626245907,0,card,card,pick_arg_largest_to_smallest_error,scale_free,100
100,2.030332575066666,106.2,0.203202495896177,3.144155575939885,0,card,card,pick_arg_largest_to_smallest_error,scale_free,100
110,2.571096282333334,117.25,0.1761734318944254,3.519426606190792,3,card,card,pick_arg_largest_to_smallest_error,scale_free,100
120,3.0243561520000184,127.8,0.1547070957024721,1.6431676725157198,10,card,card,pick_arg_largest_to_smallest_error,scale_free,100
130,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,scale_free,100
140,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,scale_free,100
150,0.0,0.0,0.0,0.0,15,card,card,pick_arg_largest_to_smallest_error,scale_free,100
10,0.0362153508,12.066666666666666,0.0036837099366248,1.3870146083619768,0,card,default,pick_arg_largest_to_smallest_error,scale_free,100
20,0.0928811693333333,22.666666666666668,0.0149436101502158,3.1320159337914912,0,card,default,pick_arg_largest_to_smallest_error,scale_free,100
30,0.1779180687333332,33.6,0.0174293588052599,1.352246807565588,0,card,default,pick_arg_largest_to_smallest_error,scale_free,100
40,0.2894989322,44.53333333333333,0.0284257610340283,2.9244454093692656,0,card,default,pick_arg_largest_to_smallest_error,scale_free,100
50,0.4430007375333334,55.06666666666667,0.0549581146863351,2.737743248596947,0,card,default,pick_arg_largest_to_smallest_error,scale_free,100
60,0.6554285822000004,65.46666666666667,0.0653245382007919,4.068461742769705,0,card,default,pick_arg_largest_to_smallest_error,scale_free,100
70,0.8940627692666676,75.93333333333334,0.0966575335141499,2.520393015460292,0,card,default,pick_arg_largest_to_smallest_error,scale_free,100
80,1.2121146104,85.93333333333334,0.1334289239722565,2.5485756993344664,0,card,default,pick_arg_largest_to_smallest_error,scale_free,100
90,1.5831627181333332,96.93333333333334,0.1246344732537519,3.4114652626245907,0,card,default,pick_arg_largest_to_smallest_error,scale_free,100
100,2.0464409906000003,106.2,0.2080056724997124,3.144155575939885,0,card,default,pick_arg_largest_to_smallest_error,scale_free,100
110,2.591064019833334,117.25,0.1770028391668692,3.519426606190792,3,card,default,pick_arg_largest_to_smallest_error,scale_free,100
120,3.046946738399993,127.8,0.146215152562348,1.6431676725157198,10,card,default,pick_arg_largest_to_smallest_error,scale_free,100
130,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,scale_free,100
140,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,scale_free,100
150,0.0,0.0,0.0,0.0,15,card,default,pick_arg_largest_to_smallest_error,scale_free,100
10,0.0353886742666667,12.066666666666666,0.0036159045254411,1.3870146083619768,0,card,card,pick_arg_largest_to_smallest_error,scale_free,2000
20,0.0912703732666667,22.666666666666668,0.0142158411545529,3.1320159337914912,0,card,card,pick_arg_largest_to_smallest_error,scale_free,2000
30,0.1748384697333333,33.6,0.0169379460199104,1.352246807565588,0,card,card,pick_arg_largest_to_smallest_error,scale_free,2000
40,0.2846514168666668,44.53333333333333,0.0272664121920083,2.9244454093692656,0,card,card,pick_arg_largest_to_smallest_error,scale_free,2000
50,0.4377243786000001,55.06666666666667,0.0542560978662077,2.737743248596947,0,card,card,pick_arg_largest_to_smallest_error,scale_free,2000
60,0.6532001928666666,65.46666666666667,0.0662819710809235,4.068461742769705,0,card,card,pick_arg_largest_to_smallest_error,scale_free,2000
70,0.8840339153333332,75.93333333333334,0.0938484837021365,2.520393015460292,0,card,card,pick_arg_largest_to_smallest_error,scale_free,2000
80,1.1986199638000008,85.93333333333334,0.1297489885137232,2.5485756993344664,0,card,card,pick_arg_largest_to_smallest_error,scale_free,2000
90,1.5616600741333329,96.93333333333334,0.1204764796204653,3.4114652626245907,0,card,card,pick_arg_largest_to_smallest_error,scale_free,2000
100,2.016964863400001,106.2,0.2038216878536602,3.144155575939885,0,card,card,pick_arg_largest_to_smallest_error,scale_free,2000
110,2.602994829333333,117.8,0.1799160054788354,3.8209946349085055,0,card,card,pick_arg_largest_to_smallest_error,scale_free,2000
120,3.1653495940000007,127.93333333333334,0.2546946802380828,2.9632671801495407,0,card,card,pick_arg_largest_to_smallest_error,scale_free,2000
