size,runtime,iters,time variance,iters variance,num timeouts,semantics,start weights,strategy,graph,iterations per argument
20,0.0005412010000043,0.0,0.0,0.0,14,mbs,default,pick_arg_smallest_to_largest_error,erdos0.5,100
30,0.0,0.0,0.0,0.0,15,mbs,default,pick_arg_smallest_to_largest_error,erdos0.5,100
40,0.0010011990000009,0.0,0.0,0.0,14,mbs,default,pick_arg_smallest_to_largest_error,erdos0.5,100
50,0.0012849990000063,0.0,0.0,0.0,14,mbs,default,pick_arg_smallest_to_largest_error,erdos0.5,100
60,9.415783616,287.0,0.0,0.0,14,mbs,default,pick_arg_smallest_to_largest_error,erdos0.5,100
70,0.0,0.0,0.0,0.0,15,mbs,default,pick_arg_smallest_to_largest_error,erdos0.5,100
80,0.002438143000063,0.0,2.8664694781400376e-05,0.0,13,mbs,default,pick_arg_smallest_to_largest_error,erdos0.5,100
90,35.89469498800008,557.0,0.0,0.0,14,mbs,default,pick_arg_smallest_to_largest_error,erdos0.5,100
100,0.0,0.0,0.0,0.0,15,mbs,default,pick_arg_smallest_to_largest_error,erdos0.5,100
110,0.0,0.0,0.0,0.0,15,mbs,default,pick_arg_smallest_to_largest_error,erdos0.5,100
120,0.0,0.0,0.0,0.0,15,mbs,default,pick_arg_smallest_to_largest_error,erdos0.5,100
130,111.8456319070001,735.0,0.0,0.0,14,mbs,default,pick_arg_smallest_to_largest_error,erdos0.5,100
140,0.0,0.0,0.0,0.0,15,mbs,default,pick_arg_smallest_to_largest_error,erdos0.5,100
150,0.0,0.0,0.0,0.0,15,mbs,default,pick_arg_smallest_to_largest_error,erdos0.5,100
10,0.0003968076000006,0.0,6.216008307844695e-06,0.0,10,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.5,2000
20,0.0005377159999966,0.0,0.0,0.0,14,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.5,2000
30,0.0,0.0,0.0,0.0,15,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.5,2000
40,0.000979395999991,0.0,0.0,0.0,14,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.5,2000
50,0.0012477930000045,0.0,0.0,0.0,14,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.5,2000
60,9.209762684999989,287.0,0.0,0.0,14,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.5,2000
70,0.0,0.0,0.0,0.0,15,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.5,2000
80,0.0023885155000016,0.0,1.4606704814345315e-05,0.0,13,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.5,2000
90,34.78333879799993,557.0,0.0,0.0,14,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.5,2000
100,0.0,0.0,0.0,0.0,15,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.5,2000
110,0.0,0.0,0.0,0.0,15,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.5,2000
120,0.0,0.0,0.0,0.0,15,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.5,2000
130,108.74791552199986,735.0,0.0,0.0,14,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.5,2000
140,0.0,0.0,0.0,0.0,15,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.5,2000
150,0.0,0.0,0.0,0.0,15,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.5,2000
10,0.0004737088000013,0.0,2.007184825052796e-05,0.0,10,mbs,default,pick_arg_smallest_to_largest_error,erdos0.5,2000
20,0.0005946630000011,0.0,0.0,0.0,14,mbs,default,pick_arg_smallest_to_largest_error,erdos0.5,2000
30,0.0,0.0,0.0,0.0,15,mbs,default,pick_arg_smallest_to_largest_error,erdos0.5,2000
40,0.0010589880000111,0.0,0.0,0.0,14,mbs,default,pick_arg_smallest_to_largest_error,erdos0.5,2000
50,0.0013525059999892,0.0,0.0,0.0,14,mbs,default,pick_arg_smallest_to_largest_error,erdos0.5,2000
60,9.712644144000024,287.0,0.0,0.0,14,mbs,default,pick_arg_smallest_to_largest_error,erdos0.5,2000
70,0.0,0.0,0.0,0.0,15,mbs,default,pick_arg_smallest_to_largest_error,erdos0.5,2000
80,0.0024820109999836,0.0,3.554201527624002e-05,0.0,13,mbs,default,pick_arg_smallest_to_largest_error,erdos0.5,2000
90,35.81314464899992,557.0,0.0,0.0,14,mbs,default,pick_arg_smallest_to_largest_error,erdos0.5,2000
100,0.0,0.0,0.0,0.0,15,mbs,default,pick_arg_smallest_to_largest_error,erdos0.5,2000
110,0.0,0.0,0.0,0.0,15,mbs,default,pick_arg_smallest_to_largest_error,erdos0.5,2000
120,0.0,0.0,0.0,0.0,15,mbs,default,pick_arg_smallest_to_largest_error,erdos0.5,2000
130,111.52106889900006,735.0,0.0,0.0,14,mbs,default,pick_arg_smallest_to_largest_error,erdos0.5,2000
140,0.0,0.0,0.0,0.0,15,mbs,default,pick_arg_smallest_to_largest_error,erdos0.5,2000
150,0.0,0.0,0.0,0.0,15,mbs,default,pick_arg_smallest_to_largest_error,erdos0.5,2000
10,0.0004213053750002,0.0,6.39836524075178e-05,0.0,7,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.7,10
20,0.000567677250002,0.0,2.7834548751813597e-05,0.0,11,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.7,10
30,0.0007780835999994,0.0,4.8923091503445214e-06,0.0,10,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.7,10
40,0.0010955146666589,0.0,9.620986880229212e-06,0.0,9,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.7,10
50,0.0014332568333372,0.0,7.815799218359396e-06,0.0,9,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.7,10
60,0.0018593782857254,0.0,1.3899544682754062e-05,0.0,8,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.7,10
70,0.00232752200003,0.0,1.2532760611778296e-05,0.0,13,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.7,10
80,0.0028747494000072,0.0,2.0998891227423097e-05,0.0,10,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.7,10
90,0.0035124954999901,0.0,4.111825858437313e-06,0.0,13,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.7,10
100,0.0041993283999545,0.0,2.545653252646648e-05,0.0,10,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.7,10
110,0.0049247690000129,0.0,1.986576989691021e-05,0.0,11,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.7,10
120,0.0057380323332836,0.0,6.675668689272999e-05,0.0,12,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.7,10
130,0.0066924090000005,0.0,4.134549748212864e-05,0.0,12,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.7,10
140,0.0075453714998729,0.0,4.905411863236444e-05,0.0,13,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.7,10
150,0.0085469081665602,0.0,4.44938285364668e-05,0.0,9,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.7,10
10,0.0004192892500003,0.0,7.400507924401029e-05,0.0,7,mbs,default,pick_arg_smallest_to_largest_error,erdos0.7,10
20,0.0005673579999978,0.0,1.8375163256407937e-05,0.0,11,mbs,default,pick_arg_smallest_to_largest_error,erdos0.7,10
30,0.0007920611999992,0.0,2.858180899356726e-05,0.0,10,mbs,default,pick_arg_smallest_to_largest_error,erdos0.7,10
40,0.0011101264999998,0.0,1.3612347851237616e-05,0.0,9,mbs,default,pick_arg_smallest_to_largest_error,erdos0.7,10
50,0.0014613895000081,0.0,7.5999127184689696e-06,0.0,9,mbs,default,pick_arg_smallest_to_largest_error,erdos0.7,10
60,0.001891974714275,0.0,1.579270956354291e-05,0.0,8,mbs,default,pick_arg_smallest_to_largest_error,erdos0.7,10
70,0.0023774340000386,0.0,1.3627361909198658e-05,0.0,13,mbs,default,pick_arg_smallest_to_largest_error,erdos0.7,10
80,0.0029195150000305,0.0,2.103071834310377e-05,0.0,10,mbs,default,pick_arg_smallest_to_largest_error,erdos0.7,10
90,0.0035493390001875,0.0,6.096674664337915e-06,0.0,13,mbs,default,pick_arg_smallest_to_largest_error,erdos0.7,10
100,0.0042973864000487,0.0,6.291997337237917e-05,0.0,10,mbs,default,pick_arg_smallest_to_largest_error,erdos0.7,10
110,0.0049672455000973,0.0,3.4384544948480826e-05,0.0,11,mbs,default,pick_arg_smallest_to_largest_error,erdos0.7,10
120,0.005758192999868,0.0,3.868024982433411e-05,0.0,12,mbs,default,pick_arg_smallest_to_largest_error,erdos0.7,10
130,0.0066785303333745,0.0,6.901228055602693e-05,0.0,12,mbs,default,pick_arg_smallest_to_largest_error,erdos0.7,10
140,0.0075670645001082,0.0,1.3942025198971088e-05,0.0,13,mbs,default,pick_arg_smallest_to_largest_error,erdos0.7,10
150,0.0085639263331055,0.0,3.580768026352305e-05,0.0,9,mbs,default,pick_arg_smallest_to_largest_error,erdos0.7,10
10,0.012967566111111,2.6666666666666665,0.0374335801285033,8.0,6,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.7,100
20,0.0005953534999978,0.0,1.5016635189016864e-05,0.0,11,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.7,100
30,0.0008215761999991,0.0,1.1850156631821537e-05,0.0,10,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.7,100
40,0.0011700986666625,0.0,7.66639385522852e-06,0.0,9,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.7,100
50,0.0015389681666609,0.0,1.0685851796618224e-05,0.0,9,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.7,100
60,0.0020148397142634,0.0,2.014021295572674e-05,0.0,8,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.7,100
70,0.002497921999975,0.0,3.023588615590833e-06,0.0,13,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.7,100
80,0.0031330653999702,0.0,3.7865973938755095e-05,0.0,10,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.7,100
90,0.0037843669999801,0.0,2.0961473296884776e-05,0.0,13,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.7,100
100,0.00458341500007,0.0,5.108424905076752e-05,0.0,10,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.7,100
110,0.0053506472501112,0.0,6.83036158777985e-05,0.0,11,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.7,100
120,0.0062925799999599,0.0,5.628477256285328e-05,0.0,12,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.7,100
130,0.0072555243332317,0.0,6.908513836662558e-05,0.0,12,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.7,100
140,0.0081254279994027,0.0,3.9043609290898685e-05,0.0,13,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.7,100
150,0.0092650491663638,0.0,0.0001357036175013,0.0,9,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.7,100
10,0.0126552762222219,2.6666666666666665,0.0366964114106875,8.0,6,mbs,default,pick_arg_smallest_to_largest_error,erdos0.7,100
20,0.0005792017500017,0.0,1.3715737101383982e-05,0.0,11,mbs,default,pick_arg_smallest_to_largest_error,erdos0.7,100
30,0.000790561800008,0.0,1.0393846678155665e-05,0.0,10,mbs,default,pick_arg_smallest_to_largest_error,erdos0.7,100
40,0.0011250173333318,0.0,2.757197777356103e-05,0.0,9,mbs,default,pick_arg_smallest_to_largest_error,erdos0.7,100
50,0.0014834398333221,0.0,1.3795581367336084e-05,0.0,9,mbs,default,pick_arg_smallest_to_largest_error,erdos0.7,100
60,0.0019116107142735,0.0,2.356539229159285e-05,0.0,8,mbs,default,pick_arg_smallest_to_largest_error,erdos0.7,100
70,0.0023970940000026,0.0,4.596194025958809e-06,0.0,13,mbs,default,pick_arg_smallest_to_largest_error,erdos0.7,100
80,0.0029369388000304,0.0,1.8593807596091248e-05,0.0,10,mbs,default,pick_arg_smallest_to_largest_error,erdos0.7,100
90,0.003566888000023,0.0,4.591951429914815e-06,0.0,13,mbs,default,pick_arg_smallest_to_largest_error,erdos0.7,100
100,0.0042387673999655,0.0,1.999206066016489e-05,0.0,10,mbs,default,pick_arg_smallest_to_largest_error,erdos0.7,100
110,0.0049955995000345,0.0,1.3502944918145212e-05,0.0,11,mbs,default,pick_arg_smallest_to_largest_error,erdos0.7,100
120,0.0057676093335127,0.0,7.70054897672457e-05,0.0,12,mbs,default,pick_arg_smallest_to_largest_error,erdos0.7,100
130,0.0066717620002236,0.0,4.5269260998554566e-05,0.0,12,mbs,default,pick_arg_smallest_to_largest_error,erdos0.7,100
140,0.0075307669999347,0.0,3.028821182423608e-05,0.0,13,mbs,default,pick_arg_smallest_to_largest_error,erdos0.7,100
150,0.0085500415001054,0.0,7.760590601915351e-05,0.0,9,mbs,default,pick_arg_smallest_to_largest_error,erdos0.7,100
10,0.0126496131111103,2.6666666666666665,0.0366679396326231,8.0,6,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.7,2000
20,0.0005738477500019,0.0,2.139758027363502e-05,0.0,11,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.7,2000
30,0.0007881023999942,0.0,8.566690543506756e-06,0.0,10,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.7,2000
40,0.0011181678333448,0.0,8.723131359931405e-06,0.0,9,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.7,2000
50,0.0014725988333357,0.0,1.6549785164488903e-05,0.0,9,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.7,2000
60,0.0018996168571204,0.0,1.667769225147258e-05,0.0,8,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.7,2000
70,0.0023933279999255,0.0,1.6649536245639804e-05,0.0,13,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.7,2000
80,0.0029249338000681,0.0,7.744072917232235e-06,0.0,10,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.7,2000
90,0.0035527014999843,0.0,9.441996999862656e-06,0.0,13,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.7,2000
100,0.0042483910001465,0.0,5.1425805536620734e-05,0.0,10,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.7,2000
110,0.0049822350000567,0.0,1.871592094585425e-05,0.0,11,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.7,2000
120,0.00580893733301,0.0,5.675571964462684e-05,0.0,12,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.7,2000
130,0.0067211583336757,0.0,7.681288296095721e-05,0.0,12,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.7,2000
140,0.0075687540002036,0.0,5.765607329946112e-05,0.0,13,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.7,2000
150,0.0085600083336127,0.0,3.616816000583884e-05,0.0,9,mbs,mbs,pick_arg_smallest_to_largest_error,erdos0.7,2000
10,0.0126238872222224,2.6666666666666665,0.0365930457394657,8.0,6,mbs,default,pick_arg_smallest_to_largest_error,erdos0.7,2000
20,0.0005713162499993,0.0,2.031497475984299e-05,0.0,11,mbs,default,pick_arg_smallest_to_largest_error,erdos0.7,2000
30,0.0007764113999996,0.0,6.714067116498638e-06,0.0,10,mbs,default,pick_arg_smallest_to_largest_error,erdos0.7,2000
40,0.0010963786666735,0.0,1.6841239189081688e-05,0.0,9,mbs,default,pick_arg_smallest_to_largest_error,erdos0.7,2000
50,0.0014441389999907,0.0,9.98542568705918e-06,0.0,9,mbs,default,pick_arg_smallest_to_largest_error,erdos0.7,2000
60,0.0018683788571414,0.0,2.5195153168337743e-05,0.0,8,mbs,default,pick_arg_smallest_to_largest_error,erdos0.7,2000
70,0.0023239495000666,0.0,1.013778986882695e-05,0.0,13,mbs,default,pick_arg_smallest_to_largest_error,erdos0.7,2000
80,0.0028728423999382,0.0,1.7115111568734565e-05,0.0,10,mbs,default,pick_arg_smallest_to_largest_error,erdos0.7,2000
90,0.0035107219999872,0.0,5.487148633596194e-06,0.0,13,mbs,default,pick_arg_smallest_to_largest_error,erdos0.7,2000
100,0.0042141019999235,0.0,1.7040600541789365e-05,0.0,10,mbs,default,pick_arg_smallest_to_largest_error,erdos0.7,2000
110,0.0049577834998899,0.0,2.5411705653803464e-05,0.0,11,mbs,default,pick_arg_smallest_to_largest_error,erdos0.7,2000
120,0.0058842916666132,0.0,0.0001377008277233,0.0,12,mbs,default,pick_arg_smallest_to_largest_error,erdos0.7,2000
130,0.0066431816667318,0.0,1.0229304813550522e-05,0.0,12,mbs,default,pick_arg_smallest_to_largest_error,erdos0.7,2000
140,0.0075544619999163,0.0,4.206861097948059e-05,0.0,13,mbs,default,pick_arg_smallest_to_largest_error,erdos0.7,2000
150,0.0085784383336431,0.0,5.734417813208336e-05,0.0,9,mbs,default,pick_arg_smallest_to_largest_error,erdos0.7,2000
10,0.0,0.0,0.0,0.0,15,mbs,mbs,pick_arg_smallest_to_largest_error,scale_free,10
20,0.0,0.0,0.0,0.0,15,mbs,mbs,pick_arg_smallest_to_largest_error,scale_free,10
30,0.0,0.0,0.0,0.0,15,mbs,mbs,pick_arg_smallest_to_largest_error,scale_free,10
40,0.0,0.0,0.0,0.0,15,mbs,mbs,pick_arg_smallest_to_largest_error,scale_free,10
50,0.0,0.0,0.0,0.0,15,mbs,mbs,pick_arg_smallest_to_largest_error,scale_free,10
60,0.0,0.0,0.0,0.0,15,mbs,mbs,pick_arg_smallest_to_largest_error,scale_free,10
70,0.0,0.0,0.0,0.0,15,mbs,mbs,pick_arg_smallest_to_largest_error,scale_free,10
80,0.0,0.0,0.0,0.0,15,mbs,mbs,pick_arg_smallest_to_largest_error,scale_free,10
90,0.0,0.0,0.0,0.0,15,mbs,mbs,pick_arg_smallest_to_largest_error,scale_free,10
100,0.0,0.0,0.0,0.0,15,mbs,mbs,pick_arg_smallest_to_largest_error,scale_free,10
110,0.0,0.0,0.0,0.0,15,mbs,mbs,pick_arg_smallest_to_largest_error,scale_free,10
120,0.0,0.0,0.0,0.0,15,mbs,mbs,pick_arg_smallest_to_largest_error,scale_free,10
130,0.0,0.0,0.0,0.0,15,mbs,mbs,pick_arg_smallest_to_largest_error,scale_free,10
140,0.0,0.0,0.0,0.0,15,mbs,mbs,pick_arg_smallest_to_largest_error,scale_free,10
150,0.0,0.0,0.0,0.0,15,mbs,mbs,pick_arg_smallest_to_largest_error,scale_free,10
10,0.0,0.0,0.0,0.0,15,mbs,default,pick_arg_smallest_to_largest_error,scale_free,10
20,0.0,0.0,0.0,0.0,15,mbs,default,pick_arg_smallest_to_largest_error,scale_free,10
30,0.0,0.0,0.0,0.0,15,mbs,default,pick_arg_smallest_to_largest_error,scale_free,10
40,0.0,0.0,0.0,0.0,15,mbs,default,pick_arg_smallest_to_largest_error,scale_free,10
50,0.0,0.0,0.0,0.0,15,mbs,default,pick_arg_smallest_to_largest_error,scale_free,10
60,0.0,0.0,0.0,0.0,15,mbs,default,pick_arg_smallest_to_largest_error,scale_free,10
70,0.0,0.0,0.0,0.0,15,mbs,default,pick_arg_smallest_to_largest_error,scale_free,10
80,0.0,0.0,0.0,0.0,15,mbs,default,pick_arg_smallest_to_largest_error,scale_free,10
90,0.0,0.0,0.0,0.0,15,mbs,default,pick_arg_smallest_to_largest_error,scale_free,10
100,0.0,0.0,0.0,0.0,15,mbs,default,pick_arg_smallest_to_largest_error,scale_free,10
110,0.0,0.0,0.0,0.0,15,mbs,default,pick_arg_smallest_to_largest_error,scale_free,10
120,0.0,0.0,0.0,0.0,15,mbs,default,pick_arg_smallest_to_largest_error,scale_free,10
130,0.0,0.0,0.0,0.0,15,mbs,default,pick_arg_smallest_to_largest_error,scale_free,10
140,0.0,0.0,0.0,0.0,15,mbs,default,pick_arg_smallest_to_largest_error,scale_free,10
150,0.0,0.0,0.0,0.0,15,mbs,default,pick_arg_smallest_to_largest_error,scale_free,10
10,0.0365907729999993,13.666666666666666,0.0094133161415426,1.7511900715418218,9,mbs,mbs,pick_arg_smallest_to_largest_error,scale_free,100
20,0.0939841789999999,28.3,0.0216991598755745,3.713339317768971,5,mbs,mbs,pick_arg_smallest_to_largest_error,scale_free,100
30,0.1806588316153859,39.23076923076923,0.0479687448222217,6.220314115244311,2,mbs,mbs,pick_arg_smallest_to_largest_error,scale_free,100
40,0.2324866000000019,46.53846153846154,0.0389199619177122,2.2216879699673084,2,mbs,mbs,pick_arg_smallest_to_largest_error,scale_free,100
50,0.4465210776153856,64.92307692307692,0.1861671951895312,16.66063993599655,2,mbs,mbs,pick_arg_smallest_to_largest_error,scale_free,100
60,0.5625947795454532,70.72727272727273,0.1348053554006568,8.295672475344094,4,mbs,mbs,pick_arg_smallest_to_largest_error,scale_free,100
70,0.7603717457272668,82.27272727272727,0.172728849622923,11.875107655014432,4,mbs,mbs,pick_arg_smallest_to_largest_error,scale_free,100
80,1.0042942974545497,88.81818181818181,0.105576571538465,1.9908883353007925,4,mbs,mbs,pick_arg_smallest_to_largest_error,scale_free,100
90,1.3902738718461545,102.3846153846154,0.260603313887558,10.928086608509195,2,mbs,mbs,pick_arg_smallest_to_largest_error,scale_free,100
100,1.891947903999997,111.23076923076924,0.3671818558924656,6.233696684871184,2,mbs,mbs,pick_arg_smallest_to_largest_error,scale_free,100
110,2.501631911833333,124.25,0.3936894430875085,9.37234810978066,3,mbs,mbs,pick_arg_smallest_to_largest_error,scale_free,100
120,3.307174802357155,136.92857142857142,0.9991479334083352,16.16008513741039,1,mbs,mbs,pick_arg_smallest_to_largest_error,scale_free,100
130,3.99049499330769,150.46153846153845,0.9586206851494178,19.65797287199003,2,mbs,mbs,pick_arg_smallest_to_largest_error,scale_free,100
140,5.285306487692319,168.30769230769232,1.8082517749136733,32.62765855166601,2,mbs,mbs,pick_arg_smallest_to_largest_error,scale_free,100
150,5.919392502357157,171.92857142857142,1.6363023215070838,25.62890281187745,1,mbs,mbs,pick_arg_smallest_to_largest_error,scale_free,100
10,0.0362580711666665,13.666666666666666,0.0093330118456547,1.7511900715418218,9,mbs,default,pick_arg_smallest_to_largest_error,scale_free,100
20,0.0925464577999999,28.3,0.0214155445691083,3.713339317768971,5,mbs,default,pick_arg_smallest_to_largest_error,scale_free,100
30,0.1796068896923072,39.23076923076923,0.0484023470831109,6.220314115244311,2,mbs,default,pick_arg_smallest_to_largest_error,scale_free,100
40,0.2289597236153846,46.53846153846154,0.0386623030616333,2.2216879699673084,2,mbs,default,pick_arg_smallest_to_largest_error,scale_free,100
50,0.4400934729999991,64.92307692307692,0.1853653597352487,16.66063993599655,2,mbs,default,pick_arg_smallest_to_largest_error,scale_free,100
60,0.5523612260909103,70.72727272727273,0.1335922551709937,8.295672475344094,4,mbs,default,pick_arg_smallest_to_largest_error,scale_free,100
70,0.7466683367272666,82.27272727272727,0.1685903346481943,11.875107655014432,4,mbs,default,pick_arg_smallest_to_largest_error,scale_free,100
80,0.9849671666363624,88.81818181818181,0.1035025969569546,1.9908883353007925,4,mbs,default,pick_arg_smallest_to_largest_error,scale_free,100
90,1.3647328823846183,102.3846153846154,0.2589312801067312,10.928086608509195,2,mbs,default,pick_arg_smallest_to_largest_error,scale_free,100
100,1.8554647008461524,111.23076923076924,0.3661081322907614,6.233696684871184,2,mbs,default,pick_arg_smallest_to_largest_error,scale_free,100
110,2.449336683499993,124.25,0.3935354000281064,9.37234810978066,3,mbs,default,pick_arg_smallest_to_largest_error,scale_free,100
120,3.231755039500001,136.92857142857142,0.9866534598983036,16.16008513741039,1,mbs,default,pick_arg_smallest_to_largest_error,scale_free,100
130,3.9037677694615502,150.46153846153845,0.93689946315171,19.65797287199003,2,mbs,default,pick_arg_smallest_to_largest_error,scale_free,100
140,5.190931808615399,168.30769230769232,1.782465450510737,32.62765855166601,2,mbs,default,pick_arg_smallest_to_largest_error,scale_free,100
150,5.830787554714277,171.92857142857142,1.632700570989422,25.62890281187745,1,mbs,default,pick_arg_smallest_to_largest_error,scale_free,100
10,0.0382402059999998,13.666666666666666,0.0087609101372157,1.7511900715418218,9,mbs,mbs,pick_arg_smallest_to_largest_error,scale_free,2000
20,0.0930240032000004,28.3,0.0216687279944058,3.713339317768971,5,mbs,mbs,pick_arg_smallest_to_largest_error,scale_free,2000
30,0.178167050692307,39.23076923076923,0.0479106170019586,6.220314115244311,2,mbs,mbs,pick_arg_smallest_to_largest_error,scale_free,2000
40,0.2290299280769217,46.53846153846154,0.0386418769464094,2.2216879699673084,2,mbs,mbs,pick_arg_smallest_to_largest_error,scale_free,2000
50,0.4399567166923077,64.92307692307692,0.1853437981602078,16.66063993599655,2,mbs,mbs,pick_arg_smallest_to_largest_error,scale_free,2000
60,0.5516490462727252,70.72727272727273,0.1336886011435797,8.295672475344094,4,mbs,mbs,pick_arg_smallest_to_largest_error,scale_free,2000
70,0.7456490235454551,82.27272727272727,0.1720611839153184,11.875107655014432,4,mbs,mbs,pick_arg_smallest_to_largest_error,scale_free,2000
80,0.9855342960909133,88.81818181818181,0.1046174338477438,1.9908883353007925,4,mbs,mbs,pick_arg_smallest_to_largest_error,scale_free,2000
90,1.3655708823076902,102.3846153846154,0.2596949803927862,10.928086608509195,2,mbs,mbs,pick_arg_smallest_to_largest_error,scale_free,2000
100,1.855637614769224,111.23076923076924,0.3669652110699893,6.233696684871184,2,mbs,mbs,pick_arg_smallest_to_largest_error,scale_free,2000
110,2.451227286333335,124.25,0.3935874945950907,9.37234810978066,3,mbs,mbs,pick_arg_smallest_to_largest_error,scale_free,2000
120,3.230308091071436,136.92857142857142,0.9843448923329868,16.16008513741039,1,mbs,mbs,pick_arg_smallest_to_largest_error,scale_free,2000
130,3.9101676373846272,150.46153846153845,0.9426344280014088,19.65797287199003,2,mbs,mbs,pick_arg_smallest_to_largest_error,scale_free,2000
140,5.1793702542307845,168.30769230769232,1.781405961982457,32.62765855166601,2,mbs,mbs,pick_arg_smallest_to_largest_error,scale_free,2000
150,5.820170370928573,171.92857142857142,1.6411028943736723,25.62890281187745,1,mbs,mbs,pick_arg_smallest_to_largest_error,scale_free,2000
10,0.0361630801666669,13.666666666666666,0.0092925124769511,1.7511900715418218,9,mbs,default,pick_arg_smallest_to_largest_error,scale_free,2000
20,0.0927396547000011,28.3,0.0215162276699202,3.713339317768971,5,mbs,default,pick_arg_smallest_to_largest_error,scale_free,2000
30,0.1774259006153848,39.23076923076923,0.0474800402612766,6.220314115244311,2,mbs,default,pick_arg_smallest_to_largest_error,scale_free,2000
40,0.2287979196153824,46.53846153846154,0.0381907294823678,2.2216879699673084,2,mbs,default,pick_arg_smallest_to_largest_error,scale_free,2000
50,0.4390684027692307,64.92307692307692,0.1845593963624243,16.66063993599655,2,mbs,default,pick_arg_smallest_to_largest_error,scale_free,2000
60,0.5509487540909093,70.72727272727273,0.1322306819909849,8.295672475344094,4,mbs,default,pick_arg_smallest_to_largest_error,scale_free,2000
70,0.7436314702727302,82.27272727272727,0.1702074184691388,11.875107655014432,4,mbs,default,pick_arg_smallest_to_largest_error,scale_free,2000
80,0.9800320635454564,88.81818181818181,0.1017253183419589,1.9908883353007925,4,mbs,default,pick_arg_smallest_to_largest_error,scale_free,2000
90,1.362736758538467,102.3846153846154,0.2587746526381768,10.928086608509195,2,mbs,default,pick_arg_smallest_to_largest_error,scale_free,2000
100,1.8474073772307675,111.23076923076924,0.3655776939859009,6.233696684871184,2,mbs,default,pick_arg_smallest_to_largest_error,scale_free,2000
110,2.4414596232500023,124.25,0.3859858235371142,9.37234810978066,3,mbs,default,pick_arg_smallest_to_largest_error,scale_free,2000
120,3.237780134714277,136.92857142857142,0.9890037234422452,16.16008513741039,1,mbs,default,pick_arg_smallest_to_largest_error,scale_free,2000
130,3.912033235307696,150.46153846153845,0.9407831007793688,19.65797287199003,2,mbs,default,pick_arg_smallest_to_largest_error,scale_free,2000
